SAMPLE	PWY_NAME	PWY_COMMON_NAME	NUM_REACTIONS	NUM_COVERED_REACTIONS	ORF_COUNT	WTD	OBSERVED	EXPECTED	ORFS
U1	PWY-3861	"mannitol degradation II"	4	1	1	-1.734375	Bacteria (2)	Tracheophyta (58023)	[U1_5_10]
U1	PWY-361	"phenylpropanoid biosynthesis"	15	2	1	-1.9951171875	Chlorobium ferrooxidans (84205)	Spermatophyta (58024)	[U1_91_15]
U1	PWY-5194	"siroheme biosynthesis"	4	3	2	0.2490234375	Chlorobium ferrooxidans (84205)	Bacteria (2)	[U1_66_4,U1_66_3]
U1	PPGPPMET-PWY	"ppGpp biosynthesis"	6	3	2	0	Bacteria (2)	Bacteria (2)	[U1_95_4,U1_149_34]
U1	PWY-5207	"coenzyme B/coenzyme M regeneration"	3	1	6	-0.6875	Bacteria (2)	Methanopyri (183988)	[U1_78_55,U1_27_15,U1_27_16,U1_27_17,U1_27_12,U1_27_13]
U1	PWY-5751	"phenylethanol biosynthesis"	8	1	1	0.9990234375	Chlorobium ferrooxidans (84205)	cellular organisms (131567)	[U1_156_24]
U1	PWY-6363	"D-myo-inositol (1,4,5)-trisphosphate degradation"	3	1	1	-1.25	Bacteria (2)	Eukaryota (2759)	[U1_97_2]
U1	PWY-7220	"adenosine deoxyribonucleotides de novo biosynthesis II"	4	3	2	0	Bacteria (2)	Bacteria (2)	[U1_54_23,U1_95_4]
U1	PWY-7221	"guanosine ribonucleotides de novo biosynthesis"	4	4	7	0	Bacteria (2)	Bacteria (2)	[U1_170_2,U1_158_1,U1_95_4,U1_94_65,U1_94_126,U1_124_5,U1_48_12]
U1	PWY-7222	"guanosine deoxyribonucleotides de novo biosynthesis II"	4	3	2	0	Bacteria (2)	Bacteria (2)	[U1_54_23,U1_95_4]
U1	PWY-6286	"spheroidene and spheroidenone biosynthesis"	6	1	1	0.2490234375	Chlorobium ferrooxidans (84205)	Bacteria (2)	[U1_38_2]
U1	PWY-6281	"selenocysteine biosynthesis II (archaea and eukaryotes)"	4	1	1	-0.625	Firmicutes (1239)	Archaea (2157)	[U1_44_51]
U1	PWY-6282	"palmitoleate biosynthesis I"	9	8	7	0	Bacteria (2)	Bacteria (2)	[U1_97_3,U1_56_5,U1_54_19,U1_165_33,U1_58_8,U1_92_10,U1_104_11]
U1	PWY-6951	"docosahexanoate biosynthesis II"	15	4	6	-1.5	Bacteria (2)	Euglenozoa (33682)	[U1_156_20,U1_72_10,U1_165_33,U1_58_8,U1_46_2,U1_92_10]
U1	PWY-6952	"glycerophosphodiester degradation"	2	1	1	0.2490234375	Pelodictyon phaeoclathratiforme (34090)	Bacteria (2)	[U1_165_43]
U1	PWY-5686	"UMP biosynthesis"	6	6	8	0	Bacteria (2)	Bacteria (2)	[U1_118_22,U1_71_37,U1_96_24,U1_96_29,U1_60_18,U1_153_16,U1_97_16,U1_165_54]
U1	PWY-5101	"isoleucine biosynthesis II"	8	5	6	-0.375	Monera (99999999)	Spirochaetes (203691)	[U1_44_45,U1_96_34,U1_44_40,U1_44_37,U1_44_39,U1_44_38]
U1	PWY-5107	"phytol salvage pathway"	2	1	3	-1.748046875	Bacteria (2)	Magnoliophyta (3398)	[U1_13_8,U1_73_17,U1_44_36]
U1	GLUTAMINDEG-PWY	"glutamine degradation I"	1	1	12	0	Bacteria (2)	Bacteria (2)	[U1_56_2,U1_56_3,U1_170_2,U1_73_25,U1_97_16,U1_94_126,U1_96_24,U1_71_56,U1_71_55,U1_124_5,U1_48_12,U1_165_54]
U1	MENAQUINONESYN-PWY	"menaquinol-8 biosynthesis"	1	1	1	0.2490234375	Chlorobium ferrooxidans (84205)	Bacteria (2)	[U1_73_36]
U1	PWY-6785	"hydrogen production VIII"	5	2	2	-0.125	Bacteria (2)	Cyanobacteria (1117)	[U1_78_53,U1_43_24]
U1	GLUTSYN-PWY	"glutamate biosynthesis I"	1	1	3	0	Bacteria (2)	Bacteria (2)	[U1_56_2,U1_73_25,U1_71_55]
U1	PWY-7096	"triclosan resistance"	1	1	2	0	Bacteria (2)	Bacteria (2)	[U1_104_11,U1_56_5]
U1	PWY-6549	"glutamine biosynthesis III"	9	6	6	-1.71875	Bacteria (2)	Embryophyta (3193)	[U1_56_3,U1_109_25,U1_151_4,U1_96_65,U1_97_27,U1_104_12]
U1	PWY-6545	"pyrimidine deoxyribonucleotides de novo biosynthesis III"	9	9	7	0	Bacteria (2)	Bacteria (2)	[U1_51_3,U1_149_13,U1_54_23,U1_95_4,U1_147_3,U1_61_0,U1_150_6]
U1	PWY-6543	"4-aminobenzoate biosynthesis"	2	1	2	0.2490234375	Chlorobium ferrooxidans (84205)	Bacteria (2)	[U1_73_15,U1_48_12]
U1	PWY-7299	"progesterone biosynthesis"	2	1	1	-1.8740234375	Chlorobium ferrooxidans (84205)	Metazoa (33208)	[U1_118_25]
U1	PWY-5188	"tetrapyrrole biosynthesis I (from glutamate)"	6	6	6	-0.125	Bacteria (2)	Cyanobacteria (1117)	[U1_80_2,U1_80_1,U1_80_0,U1_73_50,U1_152_23,U1_153_22]
U1	PWY-621	"sucrose degradation III (sucrose invertase)"	5	2	2	-1.5	Bacteria (2)	Viridiplantae (33090)	[U1_95_8,U1_74_1]
U1	PWY-622	"starch biosynthesis"	12	4	7	-0.125	Bacteria (2)	Cyanobacteria (1117)	[U1_74_1,U1_104_5,U1_96_28,U1_73_46,U1_95_13,U1_96_58,U1_100_8]
U1	PWY-5964	"guanylyl molybdenum cofactor biosynthesis"	1	1	1	0.2490234375	Chlorobium phaeobacteroides (1096)	Bacteria (2)	[U1_107_1]
U1	KDOSYN-PWY	"KDO transfer to lipid IVA I"	2	1	1	-0.3740234375	Chlorobium ferrooxidans (84205)	Chlamydiae/Verrucomicrobia group (51290)	[U1_44_59]
U1	P122-PWY	"heterolactic fermentation"	18	9	9	-0.125	Bacteria (2)	Firmicutes (1239)	[U1_95_8,U1_156_24,U1_74_1,U1_172_3,U1_21_35,U1_94_3,U1_94_4,U1_83_6,U1_97_14]
U1	PWY-6713	"L-rhamnose degradation II"	8	1	2	0.125	Proteobacteria (1224)	Bacteria (2)	[U1_14_18,U1_94_11]
U1	PWY-241	"C4 photosynthetic carbon assimilation cycle, NADP-ME type"	4	3	3	-1.71875	Bacteria (2)	Embryophyta (3193)	[U1_96_65,U1_97_27,U1_118_36]
U1	PWY0-501	"lipoate biosynthesis and incorporation I"	2	1	1	0	Bacteria (2)	Bacteria (2)	[U1_27_27]
